efta_number,filename,url,first_seen,last_verified
00003858,EFTA00003858.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003858.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003862,EFTA00003862.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003862.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003868,EFTA00003868.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003868.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003919,EFTA00003919.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003919.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003921,EFTA00003921.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003921.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003923,EFTA00003923.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003923.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003925,EFTA00003925.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003925.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003927,EFTA00003927.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003927.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003929,EFTA00003929.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003929.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003931,EFTA00003931.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003931.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003933,EFTA00003933.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003933.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003936,EFTA00003936.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003936.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003939,EFTA00003939.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003939.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003942,EFTA00003942.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003942.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003945,EFTA00003945.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003945.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003948,EFTA00003948.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003948.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00003951,EFTA00003951.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00003951.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004012,EFTA00004012.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004012.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004039,EFTA00004039.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004039.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004041,EFTA00004041.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004041.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004043,EFTA00004043.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004043.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004046,EFTA00004046.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004046.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004049,EFTA00004049.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004049.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004051,EFTA00004051.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004051.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004055,EFTA00004055.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004055.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004057,EFTA00004057.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004057.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004060,EFTA00004060.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004060.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004064,EFTA00004064.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004064.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004066,EFTA00004066.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004066.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004070,EFTA00004070.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004070.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004100,EFTA00004100.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004100.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004157,EFTA00004157.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004157.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004179,EFTA00004179.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004179.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004231,EFTA00004231.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004231.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004234,EFTA00004234.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004234.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004243,EFTA00004243.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004243.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004245,EFTA00004245.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004245.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004248,EFTA00004248.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004248.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004250,EFTA00004250.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004250.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004348,EFTA00004348.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004348.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004448,EFTA00004448.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004448.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004663,EFTA00004663.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004663.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004763,EFTA00004763.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004763.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004898,EFTA00004898.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004898.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00004975,EFTA00004975.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00004975.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00005075,EFTA00005075.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00005075.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00005091,EFTA00005091.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00005091.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00005191,EFTA00005191.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00005191.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
00005284,EFTA00005284.pdf,https://www.justice.gov/epstein/files/DataSet%203/EFTA00005284.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
